experiment,variant,image_id,file_name,seq_len,gt_seq,pred_seq,old_IDR_correct,IDR2_correct,IRA_exact_sequence
wo.RSCE,crf_post,gs39,/home/think/mnt/zpj2025/Vert_detect/vert_all/val/images/gs39.png,6,"[12, 13, 14, 15, 16, 17]","[12, 13, 14, 15, 16, 17]",6,6,1
wo.RSCE,crf_post,gs40,/home/think/mnt/zpj2025/Vert_detect/vert_all/val/images/gs40.png,6,"[12, 13, 14, 15, 16, 17]","[12, 13, 14, 15, 16, 17]",6,6,1
wo.RSCE,crf_post,gs41,/home/think/mnt/zpj2025/Vert_detect/vert_all/val/images/gs41.png,6,"[12, 13, 14, 15, 16, 17]","[12, 13, 14, 15, 16, 17]",6,6,1
wo.RSCE,crf_post,gs42,/home/think/mnt/zpj2025/Vert_detect/vert_all/val/images/gs42.png,6,"[12, 13, 14, 15, 16, 17]","[12, 13, 14, 15, 16, 17]",6,6,1
wo.RSCE,crf_post,gs43,/home/think/mnt/zpj2025/Vert_detect/vert_all/val/images/gs43.png,6,"[12, 13, 14, 15, 16, 17]","[12, 13, 14, 15, 16, 17]",6,6,1
wo.RSCE,crf_post,gs44,/home/think/mnt/zpj2025/Vert_detect/vert_all/val/images/gs44.png,6,"[12, 13, 14, 15, 16, 17]","[12, 13, 14, 15, 16, 17]",6,6,1
wo.RSCE,crf_post,gs45,/home/think/mnt/zpj2025/Vert_detect/vert_all/val/images/gs45.png,6,"[12, 13, 14, 15, 16, 17]","[12, 13, 14, 15, 16, 17]",6,6,1
wo.RSCE,crf_post,gs46,/home/think/mnt/zpj2025/Vert_detect/vert_all/val/images/gs46.png,6,"[12, 13, 14, 15, 16, 17]","[12, 13, 14, 15, 16, 17]",6,6,1
wo.RSCE,crf_post,gs47,/home/think/mnt/zpj2025/Vert_detect/vert_all/val/images/gs47.png,6,"[12, 13, 14, 15, 16, 17]","[12, 13, 14, 15, 16, 17]",6,6,1
wo.RSCE,crf_post,gs48,/home/think/mnt/zpj2025/Vert_detect/vert_all/val/images/gs48.png,6,"[12, 13, 14, 15, 16, 17]","[12, 13, 14, 15, 16, 17]",6,6,1
wo.RSCE,crf_post,gs49,/home/think/mnt/zpj2025/Vert_detect/vert_all/val/images/gs49.png,6,"[12, 13, 14, 15, 16, 17]","[12, 13, 14, 15, 16, 17]",6,6,1
wo.RSCE,crf_post,gs50,/home/think/mnt/zpj2025/Vert_detect/vert_all/val/images/gs50.png,6,"[12, 13, 14, 15, 16, 17]","[12, 13, 14, 15, 16, 17]",6,6,1
CLIP replacing MedCLIP,original,351,/home/think/mnt/zpj2025/Vert_detect/vert_all/val/images/351.png,6,"[12, 13, 14, 15, 16, 17]","[12, 13, 14, 15, 16, 17]",6,6,1
CLIP replacing MedCLIP,original,352,/home/think/mnt/zpj2025/Vert_detect/vert_all/val/images/352.png,10,"[8, 9, 10, 11, 12, 13, 14, 15, 16, 17]","[3, 0, 0, 12, 13, 14, 0, 16, 17, 0]",5,0,0
CLIP replacing MedCLIP,original,353,/home/think/mnt/zpj2025/Vert_detect/vert_all/val/images/353.png,9,"[9, 10, 11, 12, 13, 14, 15, 16, 17]","[9, 10, 11, 12, 13, 14, 15, 16, 17]",9,9,1
CLIP replacing MedCLIP,original,354,/home/think/mnt/zpj2025/Vert_detect/vert_all/val/images/354.png,9,"[9, 10, 11, 12, 13, 14, 15, 16, 17]","[9, 10, 11, 12, 13, 14, 15, 16, 17]",9,9,1
CLIP replacing MedCLIP,original,355,/home/think/mnt/zpj2025/Vert_detect/vert_all/val/images/355.png,7,"[11, 12, 13, 14, 15, 16, 17]","[11, 12, 13, 14, 15, 16, 17]",7,7,1
CLIP replacing MedCLIP,original,356,/home/think/mnt/zpj2025/Vert_detect/vert_all/val/images/356.png,9,"[9, 10, 11, 12, 13, 14, 15, 16, 17]","[9, 10, 11, 12, 13, 14, 15, 16, 17]",9,9,1
CLIP replacing MedCLIP,original,357,/home/think/mnt/zpj2025/Vert_detect/vert_all/val/images/357.png,9,"[9, 10, 11, 12, 13, 14, 15, 16, 17]","[8, 10, 11, 12, 13, 14, 15, 16, 17]",8,8,0
CLIP replacing MedCLIP,original,358,/home/think/mnt/zpj2025/Vert_detect/vert_all/val/images/358.png,6,"[12, 13, 14, 15, 16, 17]","[12, 13, 14, 15, 16, 17]",6,6,1
CLIP replacing MedCLIP,original,359,/home/think/mnt/zpj2025/Vert_detect/vert_all/val/images/359.png,7,"[11, 12, 13, 14, 15, 16, 17]","[11, 12, 13, 14, 15, 16, 17]",7,7,1
CLIP replacing MedCLIP,original,360,/home/think/mnt/zpj2025/Vert_detect/vert_all/val/images/360.png,9,"[9, 10, 11, 12, 13, 14, 15, 16, 17]","[9, 10, 11, 12, 13, 14, 15, 16, 17]",9,9,1
CLIP replacing MedCLIP,original,361,/home/think/mnt/zpj2025/Vert_detect/vert_all/val/images/361.png,9,"[9, 10, 11, 12, 13, 14, 15, 16, 17]","[9, 10, 11, 12, 13, 14, 15, 16, 17]",9,9,1
CLIP replacing MedCLIP,original,362,/home/think/mnt/zpj2025/Vert_detect/vert_all/val/images/362.png,10,"[8, 9, 10, 11, 12, 13, 14, 15, 16, 17]","[9, 10, 11, 12, 13, 14, 15, 16, 17, 17]",10,1,0
CLIP replacing MedCLIP,original,363,/home/think/mnt/zpj2025/Vert_detect/vert_all/val/images/363.png,12,"[6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]","[6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",12,12,1
CLIP replacing MedCLIP,original,364,/home/think/mnt/zpj2025/Vert_detect/vert_all/val/images/364.png,8,"[10, 11, 12, 13, 14, 15, 16, 17]","[10, 11, 12, 13, 14, 15, 16, 17]",8,8,1
CLIP replacing MedCLIP,original,365,/home/think/mnt/zpj2025/Vert_detect/vert_all/val/images/365.png,10,"[8, 9, 10, 11, 12, 13, 14, 15, 16, 17]","[8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",10,10,1
CLIP replacing MedCLIP,original,366,/home/think/mnt/zpj2025/Vert_detect/vert_all/val/images/366.png,8,"[10, 11, 12, 13, 14, 15, 16, 17]","[10, 11, 12, 13, 14, 15, 16, 17]",8,8,1
CLIP replacing MedCLIP,original,367,/home/think/mnt/zpj2025/Vert_detect/vert_all/val/images/367.png,8,"[10, 11, 12, 13, 14, 15, 16, 17]","[10, 11, 12, 13, 14, 15, 16, 17]",8,8,1
CLIP replacing MedCLIP,original,368,/home/think/mnt/zpj2025/Vert_detect/vert_all/val/images/368.png,9,"[9, 10, 11, 12, 13, 14, 15, 16, 17]","[9, 10, 11, 12, 13, 14, 15, 16, 17]",9,9,1
CLIP replacing MedCLIP,original,369,/home/think/mnt/zpj2025/Vert_detect/vert_all/val/images/369.png,10,"[8, 9, 10, 11, 12, 13, 14, 15, 16, 17]","[8, 0, 10, 11, 12, 13, 14, 15, 16, 17]",9,9,0
CLIP replacing MedCLIP,original,370,/home/think/mnt/zpj2025/Vert_detect/vert_all/val/images/370.png,8,"[10, 11, 12, 13, 14, 15, 16, 17]","[10, 11, 12, 13, 14, 15, 16, 17]",8,8,1
CLIP replacing MedCLIP,original,371,/home/think/mnt/zpj2025/Vert_detect/vert_all/val/images/371.png,8,"[10, 11, 12, 13, 14, 15, 16, 17]","[10, 11, 12, 13, 14, 15, 16, 17]",8,8,1
CLIP replacing MedCLIP,original,372,/home/think/mnt/zpj2025/Vert_detect/vert_all/val/images/372.png,7,"[11, 12, 13, 14, 15, 16, 17]","[11, 12, 13, 14, 15, 16, 17]",7,7,1
CLIP replacing MedCLIP,original,373,/home/think/mnt/zpj2025/Vert_detect/vert_all/val/images/373.png,8,"[10, 11, 12, 13, 14, 15, 16, 17]","[10, 11, 12, 13, 14, 15, 16, 17]",8,8,1
CLIP replacing MedCLIP,original,374,/home/think/mnt/zpj2025/Vert_detect/vert_all/val/images/374.png,8,"[10, 11, 12, 13, 14, 15, 16, 17]","[10, 12, 13, 14, 15, 16, 17, 17]",7,2,0
CLIP replacing MedCLIP,original,375,/home/think/mnt/zpj2025/Vert_detect/vert_all/val/images/375.png,9,"[9, 10, 11, 12, 13, 14, 15, 16, 17]","[9, 10, 11, 12, 13, 14, 15, 16, 17]",9,9,1
CLIP replacing MedCLIP,original,376,/home/think/mnt/zpj2025/Vert_detect/vert_all/val/images/376.png,9,"[9, 10, 11, 12, 13, 14, 15, 16, 17]","[9, 10, 11, 12, 13, 14, 15, 16, 17]",9,9,1
CLIP replacing MedCLIP,original,377,/home/think/mnt/zpj2025/Vert_detect/vert_all/val/images/377.png,9,"[9, 10, 11, 12, 13, 14, 15, 16, 17]","[9, 10, 11, 12, 13, 14, 15, 16, 17]",9,9,1
CLIP replacing MedCLIP,original,378,/home/think/mnt/zpj2025/Vert_detect/vert_all/val/images/378.png,8,"[10, 11, 12, 13, 14, 15, 16, 17]","[10, 11, 12, 13, 14, 15, 16, 17]",8,8,1
CLIP replacing MedCLIP,original,379,/home/think/mnt/zpj2025/Vert_detect/vert_all/val/images/379.png,9,"[9, 10, 11, 12, 13, 14, 15, 16, 17]","[8, 0, 0, 12, 13, 14, 15, 16, 17]",6,6,0
CLIP replacing MedCLIP,original,380,/home/think/mnt/zpj2025/Vert_detect/vert_all/val/images/380.png,10,"[8, 9, 10, 11, 12, 13, 14, 15, 16, 17]","[8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",10,10,1
CLIP replacing MedCLIP,original,381,/home/think/mnt/zpj2025/Vert_detect/vert_all/val/images/381.png,8,"[10, 11, 12, 13, 14, 15, 16, 17]","[10, 11, 12, 13, 14, 15, 16, 17]",8,8,1
CLIP replacing MedCLIP,original,382,/home/think/mnt/zpj2025/Vert_detect/vert_all/val/images/382.png,9,"[9, 10, 11, 12, 13, 14, 15, 16, 17]","[9, 10, 11, 12, 13, 14, 15, 16, 17]",9,9,1
CLIP replacing MedCLIP,original,383,/home/think/mnt/zpj2025/Vert_detect/vert_all/val/images/383.png,13,"[5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]","[3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0,0
CLIP replacing MedCLIP,original,384,/home/think/mnt/zpj2025/Vert_detect/vert_all/val/images/384.png,7,"[11, 12, 13, 14, 15, 16, 17]","[11, 12, 13, 14, 15, 16, 17]",7,7,1
CLIP replacing MedCLIP,original,385,/home/think/mnt/zpj2025/Vert_detect/vert_all/val/images/385.png,8,"[10, 11, 12, 13, 14, 15, 16, 17]","[10, 11, 12, 13, 14, 15, 16, 17]",8,8,1
CLIP replacing MedCLIP,original,386,/home/think/mnt/zpj2025/Vert_detect/vert_all/val/images/386.png,8,"[10, 11, 12, 13, 14, 15, 16, 17]","[9, 11, 12, 13, 14, 15, 16, 17]",7,7,0
CLIP replacing MedCLIP,original,387,/home/think/mnt/zpj2025/Vert_detect/vert_all/val/images/387.png,7,"[11, 12, 13, 14, 15, 16, 17]","[11, 12, 13, 14, 15, 16, 17]",7,7,1
CLIP replacing MedCLIP,original,388,/home/think/mnt/zpj2025/Vert_detect/vert_all/val/images/388.png,8,"[10, 11, 12, 13, 14, 15, 16, 17]","[10, 11, 12, 13, 14, 15, 16, 17]",8,8,1
CLIP replacing MedCLIP,original,389,/home/think/mnt/zpj2025/Vert_detect/vert_all/val/images/389.png,10,"[8, 9, 10, 11, 12, 13, 14, 15, 16, 17]","[8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",10,10,1
CLIP replacing MedCLIP,original,390,/home/think/mnt/zpj2025/Vert_detect/vert_all/val/images/390.png,9,"[9, 10, 11, 12, 13, 14, 15, 16, 17]","[9, 10, 11, 12, 13, 14, 15, 16, 17]",9,9,1
CLIP replacing MedCLIP,original,391,/home/think/mnt/zpj2025/Vert_detect/vert_all/val/images/391.png,9,"[9, 10, 11, 12, 13, 14, 15, 16, 17]","[9, 10, 11, 12, 13, 14, 15, 16, 17]",9,9,1
CLIP replacing MedCLIP,original,392,/home/think/mnt/zpj2025/Vert_detect/vert_all/val/images/392.png,9,"[9, 10, 11, 12, 13, 14, 15, 16, 17]","[10, 11, 12, 13, 14, 15, 16, 17, 17]",8,1,0
CLIP replacing MedCLIP,original,393,/home/think/mnt/zpj2025/Vert_detect/vert_all/val/images/393.png,10,"[8, 9, 10, 11, 12, 13, 14, 15, 16, 17]","[8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",10,10,1
CLIP replacing MedCLIP,original,394,/home/think/mnt/zpj2025/Vert_detect/vert_all/val/images/394.png,9,"[9, 10, 11, 12, 13, 14, 15, 16, 17]","[9, 10, 11, 12, 13, 14, 15, 16, 17]",9,9,1
CLIP replacing MedCLIP,original,395,/home/think/mnt/zpj2025/Vert_detect/vert_all/val/images/395.png,7,"[11, 12, 13, 14, 15, 16, 17]","[11, 12, 13, 14, 15, 16, 17]",7,7,1
CLIP replacing MedCLIP,original,396,/home/think/mnt/zpj2025/Vert_detect/vert_all/val/images/396.png,8,"[10, 11, 12, 13, 14, 15, 16, 17]","[10, 11, 12, 13, 14, 15, 16, 17]",8,8,1
CLIP replacing MedCLIP,original,397,/home/think/mnt/zpj2025/Vert_detect/vert_all/val/images/397.png,8,"[10, 11, 12, 13, 14, 15, 16, 17]","[10, 12, 13, 14, 15, 16, 17, 17]",8,2,0
CLIP replacing MedCLIP,original,398,/home/think/mnt/zpj2025/Vert_detect/vert_all/val/images/398.png,9,"[9, 10, 11, 12, 13, 14, 15, 16, 17]","[9, 10, 11, 12, 13, 14, 15, 16, 17]",9,9,1
CLIP replacing MedCLIP,original,399,/home/think/mnt/zpj2025/Vert_detect/vert_all/val/images/399.png,8,"[10, 11, 12, 13, 14, 15, 16, 17]","[10, 11, 12, 13, 14, 15, 16, 17]",8,8,1
CLIP replacing MedCLIP,original,400,/home/think/mnt/zpj2025/Vert_detect/vert_all/val/images/400.png,8,"[10, 11, 12, 13, 14, 15, 16, 17]","[10, 11, 12, 13, 14, 15, 16, 17]",8,8,1
CLIP replacing MedCLIP,original,401,/home/think/mnt/zpj2025/Vert_detect/vert_all/val/images/401.png,10,"[8, 9, 10, 11, 12, 13, 14, 15, 16, 17]","[9, 10, 11, 12, 13, 14, 15, 16, 17, 17]",9,1,0
CLIP replacing MedCLIP,original,402,/home/think/mnt/zpj2025/Vert_detect/vert_all/val/images/402.png,8,"[10, 11, 12, 13, 14, 15, 16, 17]","[10, 11, 12, 13, 14, 15, 16, 17]",8,8,1
CLIP replacing MedCLIP,original,403,/home/think/mnt/zpj2025/Vert_detect/vert_all/val/images/403.png,6,"[12, 13, 14, 15, 16, 17]","[12, 13, 14, 15, 16, 17]",6,6,1
CLIP replacing MedCLIP,original,404,/home/think/mnt/zpj2025/Vert_detect/vert_all/val/images/404.png,6,"[12, 13, 14, 15, 16, 17]","[12, 13, 14, 15, 16, 17]",6,6,1
CLIP replacing MedCLIP,original,405,/home/think/mnt/zpj2025/Vert_detect/vert_all/val/images/405.png,7,"[11, 12, 13, 14, 15, 16, 17]","[11, 12, 13, 14, 15, 16, 17]",7,7,1
CLIP replacing MedCLIP,original,406,/home/think/mnt/zpj2025/Vert_detect/vert_all/val/images/406.png,9,"[9, 10, 11, 12, 13, 14, 15, 16, 17]","[9, 10, 11, 12, 13, 14, 15, 16, 17]",9,9,1
CLIP replacing MedCLIP,original,407,/home/think/mnt/zpj2025/Vert_detect/vert_all/val/images/407.png,10,"[8, 9, 10, 11, 12, 13, 14, 15, 16, 17]","[9, 10, 11, 12, 13, 14, 15, 16, 17, 17]",10,1,0
CLIP replacing MedCLIP,original,408,/home/think/mnt/zpj2025/Vert_detect/vert_all/val/images/408.png,7,"[11, 12, 13, 14, 15, 16, 17]","[12, 13, 14, 15, 16, 17, 17]",6,1,0
CLIP replacing MedCLIP,original,409,/home/think/mnt/zpj2025/Vert_detect/vert_all/val/images/409.png,7,"[11, 12, 13, 14, 15, 16, 17]","[11, 12, 13, 14, 15, 16, 17]",7,7,1
CLIP replacing MedCLIP,original,410,/home/think/mnt/zpj2025/Vert_detect/vert_all/val/images/410.png,8,"[10, 11, 12, 13, 14, 15, 16, 17]","[10, 11, 12, 13, 14, 15, 16, 17]",8,8,1
CLIP replacing MedCLIP,original,411,/home/think/mnt/zpj2025/Vert_detect/vert_all/val/images/411.png,8,"[10, 11, 12, 13, 14, 15, 16, 17]","[10, 11, 12, 13, 14, 15, 16, 17]",8,8,1
CLIP replacing MedCLIP,original,412,/home/think/mnt/zpj2025/Vert_detect/vert_all/val/images/412.png,7,"[11, 12, 13, 14, 15, 16, 17]","[11, 12, 13, 14, 15, 16, 17]",7,7,1
CLIP replacing MedCLIP,original,413,/home/think/mnt/zpj2025/Vert_detect/vert_all/val/images/413.png,7,"[11, 12, 13, 14, 15, 16, 17]","[11, 12, 13, 14, 15, 16, 17]",7,7,1
CLIP replacing MedCLIP,original,414,/home/think/mnt/zpj2025/Vert_detect/vert_all/val/images/414.png,9,"[9, 10, 11, 12, 13, 14, 15, 16, 17]","[9, 10, 11, 12, 13, 14, 15, 16, 17]",9,9,1
CLIP replacing MedCLIP,original,415,/home/think/mnt/zpj2025/Vert_detect/vert_all/val/images/415.png,10,"[8, 9, 10, 11, 12, 13, 14, 15, 16, 17]","[8, 9, 10, 11, 13, 14, 15, 16, 17, 17]",9,5,0
CLIP replacing MedCLIP,original,416,/home/think/mnt/zpj2025/Vert_detect/vert_all/val/images/416.png,7,"[11, 12, 13, 14, 15, 16, 17]","[11, 12, 13, 14, 15, 16, 17]",7,7,1
CLIP replacing MedCLIP,original,417,/home/think/mnt/zpj2025/Vert_detect/vert_all/val/images/417.png,7,"[11, 12, 13, 14, 15, 16, 17]","[11, 12, 13, 14, 15, 16, 17]",7,7,1
CLIP replacing MedCLIP,original,418,/home/think/mnt/zpj2025/Vert_detect/vert_all/val/images/418.png,8,"[10, 11, 12, 13, 14, 15, 16, 17]","[10, 11, 12, 13, 14, 15, 16, 17]",8,8,1
CLIP replacing MedCLIP,original,419,/home/think/mnt/zpj2025/Vert_detect/vert_all/val/images/419.png,6,"[12, 13, 14, 15, 16, 17]","[12, 13, 14, 15, 16, 17]",6,6,1
CLIP replacing MedCLIP,original,420,/home/think/mnt/zpj2025/Vert_detect/vert_all/val/images/420.png,10,"[8, 9, 10, 11, 12, 13, 14, 15, 16, 17]","[8, 10, 11, 12, 13, 14, 15, 16, 17, 17]",10,2,0
CLIP replacing MedCLIP,original,421,/home/think/mnt/zpj2025/Vert_detect/vert_all/val/images/421.png,7,"[11, 12, 13, 14, 15, 16, 17]","[11, 12, 13, 14, 15, 16, 17]",7,7,1
CLIP replacing MedCLIP,original,422,/home/think/mnt/zpj2025/Vert_detect/vert_all/val/images/422.png,8,"[10, 11, 12, 13, 14, 15, 16, 17]","[10, 11, 12, 13, 14, 15, 16, 17]",8,8,1
CLIP replacing MedCLIP,original,423,/home/think/mnt/zpj2025/Vert_detect/vert_all/val/images/423.png,9,"[9, 10, 11, 12, 13, 14, 15, 16, 17]","[9, 10, 11, 12, 13, 14, 15, 16, 17]",9,9,1
CLIP replacing MedCLIP,original,424,/home/think/mnt/zpj2025/Vert_detect/vert_all/val/images/424.png,8,"[10, 11, 12, 13, 14, 15, 16, 17]","[10, 11, 12, 13, 14, 15, 16, 17]",8,8,1
CLIP replacing MedCLIP,original,425,/home/think/mnt/zpj2025/Vert_detect/vert_all/val/images/425.png,8,"[10, 11, 12, 13, 14, 15, 16, 17]","[10, 11, 12, 13, 14, 15, 16, 17]",8,8,1
CLIP replacing MedCLIP,original,426,/home/think/mnt/zpj2025/Vert_detect/vert_all/val/images/426.png,8,"[10, 11, 12, 13, 14, 15, 16, 17]","[10, 11, 12, 13, 14, 15, 16, 17]",8,8,1
CLIP replacing MedCLIP,original,427,/home/think/mnt/zpj2025/Vert_detect/vert_all/val/images/427.png,7,"[11, 12, 13, 14, 15, 16, 17]","[11, 12, 13, 14, 15, 16, 17]",7,7,1
CLIP replacing MedCLIP,original,428,/home/think/mnt/zpj2025/Vert_detect/vert_all/val/images/428.png,8,"[10, 11, 12, 13, 14, 15, 16, 17]","[10, 11, 12, 13, 14, 15, 16, 17]",8,8,1
CLIP replacing MedCLIP,original,430,/home/think/mnt/zpj2025/Vert_detect/vert_all/val/images/430.png,9,"[9, 10, 11, 12, 13, 14, 15, 16, 17]","[9, 10, 11, 12, 13, 14, 15, 16, 17]",9,9,1
CLIP replacing MedCLIP,original,431,/home/think/mnt/zpj2025/Vert_detect/vert_all/val/images/431.png,7,"[11, 12, 13, 14, 15, 16, 17]","[11, 12, 13, 14, 15, 16, 17]",7,7,1
CLIP replacing MedCLIP,original,432,/home/think/mnt/zpj2025/Vert_detect/vert_all/val/images/432.png,9,"[9, 10, 11, 12, 13, 14, 15, 16, 17]","[9, 10, 11, 12, 13, 14, 15, 16, 17]",9,9,1
CLIP replacing MedCLIP,original,433,/home/think/mnt/zpj2025/Vert_detect/vert_all/val/images/433.png,11,"[7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]","[8, 0, 0, 11, 12, 0, 14, 15, 16, 17, 17]",8,1,0
CLIP replacing MedCLIP,original,434,/home/think/mnt/zpj2025/Vert_detect/vert_all/val/images/434.png,6,"[12, 13, 14, 15, 16, 17]","[12, 13, 14, 15, 16, 17]",6,6,1
CLIP replacing MedCLIP,original,435,/home/think/mnt/zpj2025/Vert_detect/vert_all/val/images/435.png,9,"[9, 10, 11, 12, 13, 14, 15, 16, 17]","[9, 10, 11, 12, 13, 14, 15, 16, 17]",9,9,1
CLIP replacing MedCLIP,original,436,/home/think/mnt/zpj2025/Vert_detect/vert_all/val/images/436.png,8,"[10, 11, 12, 13, 14, 15, 16, 17]","[10, 11, 12, 13, 14, 15, 16, 17]",8,8,1
CLIP replacing MedCLIP,original,437,/home/think/mnt/zpj2025/Vert_detect/vert_all/val/images/437.png,8,"[10, 11, 12, 13, 14, 15, 16, 17]","[10, 11, 12, 13, 14, 15, 16, 17]",8,8,1
CLIP replacing MedCLIP,original,438,/home/think/mnt/zpj2025/Vert_detect/vert_all/val/images/438.png,7,"[11, 12, 13, 14, 15, 16, 17]","[11, 12, 13, 14, 15, 16, 17]",7,7,1
CLIP replacing MedCLIP,original,439,/home/think/mnt/zpj2025/Vert_detect/vert_all/val/images/439.png,7,"[11, 12, 13, 14, 15, 16, 17]","[10, 11, 13, 14, 15, 16, 17]",5,5,0
CLIP replacing MedCLIP,original,440,/home/think/mnt/zpj2025/Vert_detect/vert_all/val/images/440.png,8,"[10, 11, 12, 13, 14, 15, 16, 17]","[11, 12, 13, 14, 15, 16, 17, 17]",8,1,0
CLIP replacing MedCLIP,original,441,/home/think/mnt/zpj2025/Vert_detect/vert_all/val/images/441.png,7,"[11, 12, 13, 14, 15, 16, 17]","[11, 12, 13, 14, 15, 16, 17]",7,7,1
CLIP replacing MedCLIP,original,442,/home/think/mnt/zpj2025/Vert_detect/vert_all/val/images/442.png,7,"[11, 12, 13, 14, 15, 16, 17]","[11, 12, 13, 14, 15, 16, 17]",7,7,1
CLIP replacing MedCLIP,original,443,/home/think/mnt/zpj2025/Vert_detect/vert_all/val/images/443.png,7,"[11, 12, 13, 14, 15, 16, 17]","[11, 12, 13, 14, 15, 16, 17]",7,7,1
CLIP replacing MedCLIP,original,444,/home/think/mnt/zpj2025/Vert_detect/vert_all/val/images/444.png,11,"[7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]","[7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",11,11,1
CLIP replacing MedCLIP,original,445,/home/think/mnt/zpj2025/Vert_detect/vert_all/val/images/445.png,11,"[7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]","[8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 17]",11,1,0
CLIP replacing MedCLIP,original,446,/home/think/mnt/zpj2025/Vert_detect/vert_all/val/images/446.png,9,"[9, 10, 11, 12, 13, 14, 15, 16, 17]","[9, 10, 11, 12, 13, 14, 15, 16, 17]",9,9,1
CLIP replacing MedCLIP,original,447,/home/think/mnt/zpj2025/Vert_detect/vert_all/val/images/447.png,9,"[9, 10, 11, 12, 13, 14, 15, 16, 17]","[9, 10, 11, 12, 13, 14, 15, 16, 17]",9,9,1
CLIP replacing MedCLIP,original,449,/home/think/mnt/zpj2025/Vert_detect/vert_all/val/images/449.png,10,"[8, 9, 10, 11, 12, 13, 14, 15, 16, 17]","[8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",10,10,1
CLIP replacing MedCLIP,original,450,/home/think/mnt/zpj2025/Vert_detect/vert_all/val/images/450.png,8,"[10, 11, 12, 13, 14, 15, 16, 17]","[17, 0, 0, 14, 15, 16, 17, 17]",5,1,0
CLIP replacing MedCLIP,original,451,/home/think/mnt/zpj2025/Vert_detect/vert_all/val/images/451.png,10,"[8, 9, 10, 11, 12, 13, 14, 15, 16, 17]","[8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",10,10,1
CLIP replacing MedCLIP,original,452,/home/think/mnt/zpj2025/Vert_detect/vert_all/val/images/452.png,10,"[8, 9, 10, 11, 12, 13, 14, 15, 16, 17]","[8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",10,10,1
CLIP replacing MedCLIP,original,453,/home/think/mnt/zpj2025/Vert_detect/vert_all/val/images/453.png,8,"[10, 11, 12, 13, 14, 15, 16, 17]","[10, 11, 12, 13, 15, 16, 17, 17]",7,5,0
CLIP replacing MedCLIP,original,454,/home/think/mnt/zpj2025/Vert_detect/vert_all/val/images/454.png,9,"[9, 10, 11, 12, 13, 14, 15, 16, 17]","[9, 10, 11, 12, 13, 14, 15, 16, 17]",9,9,1
CLIP replacing MedCLIP,original,455,/home/think/mnt/zpj2025/Vert_detect/vert_all/val/images/455.png,7,"[11, 12, 13, 14, 15, 16, 17]","[11, 12, 13, 14, 15, 16, 17]",7,7,1
CLIP replacing MedCLIP,original,456,/home/think/mnt/zpj2025/Vert_detect/vert_all/val/images/456.png,7,"[11, 12, 13, 14, 15, 16, 17]","[11, 12, 13, 14, 15, 16, 17]",7,7,1
CLIP replacing MedCLIP,original,457,/home/think/mnt/zpj2025/Vert_detect/vert_all/val/images/457.png,10,"[8, 9, 10, 11, 12, 13, 14, 15, 16, 17]","[8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",10,10,1
CLIP replacing MedCLIP,original,458,/home/think/mnt/zpj2025/Vert_detect/vert_all/val/images/458.png,9,"[9, 10, 11, 12, 13, 14, 15, 16, 17]","[10, 11, 12, 13, 14, 15, 16, 17, 17]",8,1,0
CLIP replacing MedCLIP,original,459,/home/think/mnt/zpj2025/Vert_detect/vert_all/val/images/459.png,9,"[9, 10, 11, 12, 13, 14, 15, 16, 17]","[9, 10, 11, 12, 13, 14, 15, 16, 17]",9,9,1
CLIP replacing MedCLIP,original,460,/home/think/mnt/zpj2025/Vert_detect/vert_all/val/images/460.png,10,"[8, 9, 10, 11, 12, 13, 14, 15, 16, 17]","[7, 0, 0, 0, 12, 13, 14, 15, 16, 17]",6,6,0
CLIP replacing MedCLIP,original,461,/home/think/mnt/zpj2025/Vert_detect/vert_all/val/images/461.png,6,"[12, 13, 14, 15, 16, 17]","[12, 13, 14, 15, 16, 17]",6,6,1
CLIP replacing MedCLIP,original,462,/home/think/mnt/zpj2025/Vert_detect/vert_all/val/images/462.png,12,"[6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]","[3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0,0
CLIP replacing MedCLIP,original,463,/home/think/mnt/zpj2025/Vert_detect/vert_all/val/images/463.png,10,"[8, 9, 10, 11, 12, 13, 14, 15, 16, 17]","[8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",10,10,1
